topic,category,rank,paper_key,short_citation,title,authors,year,venue,paper_type,role_in_topic,source_or_lookup_url,confidence,notes
openneuro,inference,1,OpenNeuro_2021,Markiewicz et al. (2021),The OpenNeuro resource for sharing of neuroscience data,Markiewicz et al.,2021,eLife,data repository / BIDS,primary anchor / canonical method or dataset,https://doi.org/10.7554/eLife.71774,high,
openneuro,inference,2,BIDS_2016,Gorgolewski et al. (2016),"The Brain Imaging Data Structure, a format for organizing and describing outputs of neuroimaging experiments",Gorgolewski et al.,2016,Scientific Data,standard / data organization,"pipeline, benchmark, or second anchor",https://doi.org/10.1038/sdata.2016.44,high,
openneuro,inference,3,BIDSApps_2017,Gorgolewski et al. (2017),"BIDS Apps: Improving ease of use, accessibility, and reproducibility of neuroimaging data analysis methods",Gorgolewski et al.,2017,PLoS Computational Biology,containerized pipeline standard,"validation, caveat, or task template",https://doi.org/10.1371/journal.pcbi.1005209,high,
openneuro,inference,4,fMRIPrep_2019,Esteban et al. (2019),fMRIPrep: a robust preprocessing pipeline for functional MRI,Esteban et al.,2019,Nature Methods,preprocessing pipeline,robustness / evaluation / cross-topic bridge,https://doi.org/10.1038/s41592-018-0235-4,high,
openneuro,inference,5,NeuroVault_2015,Gorgolewski et al. (2015),NeuroVault.org: a web-based repository for collecting and sharing unthresholded statistical maps of the human brain,Gorgolewski et al.,2015,Frontiers in Neuroinformatics,data repository / statistical maps,additional pipeline/dataset/reference,https://doi.org/10.3389/fninf.2015.00008,medium,
pain,phenotype,1,Wager_Pain_2013,Wager et al. (2013),An fMRI-based neurologic signature of physical pain,Wager et al.,2013,New England Journal of Medicine,biomarker / pain signature,primary anchor / canonical method or dataset,https://doi.org/10.1056/NEJMoa1204471,high,
pain,phenotype,2,Woo_Biomarkers_2017,Woo et al. (2017),Building better biomarkers: brain models in translational neuroimaging,Woo et al.,2017,Nature Neuroscience,biomarker validation framework,"pipeline, benchmark, or second anchor",https://doi.org/10.1038/nn.4478,high,
pain,phenotype,3,Kriegeskorte_RSA_2008,Kriegeskorte et al. (2008),Representational similarity analysis—connecting the branches of systems neuroscience,Kriegeskorte et al.,2008,Frontiers in Systems Neuroscience,RSA / multivariate analysis,"validation, caveat, or task template",https://doi.org/10.3389/neuro.06.004.2008,high,
pain,phenotype,4,Varoquaux_CV_2018,Varoquaux (2018),Cross-validation failure: small sample sizes lead to large error bars,Varoquaux,2018,NeuroImage,ML validation / sample size,robustness / evaluation / cross-topic bridge,https://doi.org/10.1016/j.neuroimage.2017.06.061,high,
pain,phenotype,5,fMRIPrep_Task_2020,Esteban et al. (2020),Analysis of task-based functional MRI data preprocessed with fMRIPrep,Esteban et al.,2020,Nature Protocols,analysis protocol,additional pipeline/dataset/reference,https://doi.org/10.1038/s41596-020-0327-3,medium,
pain,phenotype,6,Kim_2020,Kim et al. (2020),Reduced tactile acuity in chronic low back pain is linked with structural neuroplasticity in primary somatosensory cortex and is modulated by acupuncture therapy,Kim et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116899,medium,auto 2020+; verify
pain,phenotype,7,eko_2020,eko et al. (2020),Default mode network changes in fibromyalgia patients are largely dependent on current clinical pain,eko et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116877,medium,auto 2020+; verify
pain,phenotype,8,Barroso_2020,Barroso et al. (2020),Reorganization of functional brain network architecture in chronic osteoarthritis pain,Barroso et al.,2020,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25287,medium,auto 2020+; verify
parkinson disease,phenotype,1,Marek_PPMI_2011,Marek et al. (2011),The Parkinson Progression Marker Initiative (PPMI),Marek et al.,2011,Progress in Neurobiology,dataset / Parkinson cohort,primary anchor / canonical method or dataset,https://doi.org/10.1016/j.pneurobio.2011.09.005,medium,
parkinson disease,phenotype,2,Jack_AD_2010,Jack et al. (2010),Hypothetical model of dynamic biomarkers of the Alzheimer's pathological cascade,Jack et al.,2010,Lancet Neurology,disease biomarker model,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/S1474-4422(09)70299-6,high,
parkinson disease,phenotype,3,Fischl_FreeSurfer_2012,Fischl (2012),FreeSurfer,Fischl,2012,NeuroImage,software suite / anatomical pipeline,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2012.01.021,high,
parkinson disease,phenotype,4,Dadi_2019,Dadi et al. (2019),Benchmarking functional connectome-based predictive models for resting-state fMRI,Dadi et al.,2019,NeuroImage,benchmark / predictive connectomics,robustness / evaluation / cross-topic bridge,https://doi.org/10.1016/j.neuroimage.2019.02.062,high,
parkinson disease,phenotype,5,Woo_Biomarkers_2017,Woo et al. (2017),Building better biomarkers: brain models in translational neuroimaging,Woo et al.,2017,Nature Neuroscience,biomarker validation framework,additional pipeline/dataset/reference,https://doi.org/10.1038/nn.4478,medium,
parkinson disease,phenotype,6,Yu_2021,Yu et al. (2021),<scp>HybraPD</scp> atlas: Towards precise subcortical nuclei segmentation using multimodality medical images in patients with Parkinson disease,Yu et al.,2021,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25556,medium,auto 2020+; verify
parkinson disease,phenotype,7,Malaga_2020,Malaga et al. (2020),"Atlas-independent, N-of-1 tissue activation modeling to map optimal regions of subthalamic deep brain stimulation for Parkinson disease",Malaga et al.,2020,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2020.102518,medium,auto 2020+; verify
parkinson disease,phenotype,8,Sparks_2020,Sparks et al. (2020),Impulsivity Relates to Relative Preservation of Mesolimbic Connectivity in Patients with Parkinson Disease,Sparks et al.,2020,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2020.102259,medium,auto 2020+; verify
perception,phenotype,1,Haxby_MVPA_2001,Haxby et al. (2001),Distributed and overlapping representations of faces and objects in ventral temporal cortex,Haxby et al.,2001,Science,MVPA / perception,primary anchor / canonical method or dataset,https://doi.org/10.1126/science.1063736,high,
perception,phenotype,2,Kay_NaturalImages_2008,Kay et al. (2008),Identifying natural images from human brain activity,Kay et al.,2008,Nature,encoding model / visual cortex,"pipeline, benchmark, or second anchor",https://doi.org/10.1038/nature06713,high,
perception,phenotype,3,Kriegeskorte_RSA_2008,Kriegeskorte et al. (2008),Representational similarity analysis—connecting the branches of systems neuroscience,Kriegeskorte et al.,2008,Frontiers in Systems Neuroscience,RSA / multivariate analysis,robustness / evaluation / cross-topic bridge,https://doi.org/10.3389/neuro.06.004.2008,high,
perception,phenotype,4,fMRIPrep_Task_2020,Esteban et al. (2020),Analysis of task-based functional MRI data preprocessed with fMRIPrep,Esteban et al.,2020,Nature Protocols,analysis protocol,additional pipeline/dataset/reference,https://doi.org/10.1038/s41596-020-0327-3,medium,
perception,phenotype,5,Al_2021,Al et al. (2021),Heartbeat and somatosensory perception,Al et al.,2021,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2021.118247,medium,auto 2020+; verify
perception,phenotype,6,Ceolini_2020,Ceolini et al. (2020),Brain-informed speech separation (BISS) for enhancement of target speaker in multitalker speech perception,Ceolini et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.117282,medium,auto 2020+; verify
precision functional mapping,inference,1,Finn_2015,Finn et al. (2015),Functional connectome fingerprinting: identifying individuals using patterns of brain connectivity,Finn et al.,2015,Nature Neuroscience,connectome fingerprinting,primary anchor / canonical method or dataset,https://doi.org/10.1038/nn.4135,high,
precision functional mapping,inference,2,Schaefer_2018,Schaefer et al. (2018),Local-global parcellation of the human cerebral cortex from intrinsic functional connectivity MRI,Schaefer et al.,2018,Cerebral Cortex,cortical parcellation,"pipeline, benchmark, or second anchor",https://doi.org/10.1093/cercor/bhx179,high,
precision functional mapping,inference,3,Glasser_2016,Glasser et al. (2016),A multi-modal parcellation of human cerebral cortex,Glasser et al.,2016,Nature,multimodal atlas / parcellation,"validation, caveat, or task template",https://doi.org/10.1038/nature18933,high,
precision functional mapping,inference,4,Yeo_2011,Yeo et al. (2011),The organization of the human cerebral cortex estimated by intrinsic functional connectivity,Yeo et al.,2011,Journal of Neurophysiology,network atlas / parcellation,robustness / evaluation / cross-topic bridge,https://doi.org/10.1152/jn.00338.2011,high,
precision functional mapping,inference,5,Cole_FlexibleHubs_2013,Cole et al. (2013),Multi-task connectivity reveals flexible hubs for adaptive task control,Cole et al.,2013,Nature Neuroscience,task connectivity / hubs,additional pipeline/dataset/reference,https://doi.org/10.1038/nn.3470,medium,
precision functional mapping,inference,6,Moore_2024,Moore et al. (2024),Towards personalized precision functional mapping in infancy,Moore et al.,2024,Imaging Neuroscience,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1162/imag_a_00165,medium,auto 2020+; verify
precision functional mapping,inference,7,Chernicky_2025,Chernicky et al. (2025),Towards precision functional brain network mapping in Parkinson’s disease,Chernicky et al.,2025,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2025.103935,medium,auto 2020+; verify
precision functional mapping,inference,8,Tu_2025,Tu et al. (2025),Deep learning-based embedding of functional connectivity profiles for precision functional mapping,Tu et al.,2025,Imaging Neuroscience,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1162/imag.a.129,medium,auto 2020+; verify
prediction,inference,1,Shen_CPM_2017,Shen et al. (2017),Using connectome-based predictive modeling to predict individual behavior from brain connectivity,Shen et al.,2017,Nature Protocols,predictive modeling protocol,primary anchor / canonical method or dataset,https://doi.org/10.1038/nprot.2016.178,high,
prediction,inference,2,Dadi_2019,Dadi et al. (2019),Benchmarking functional connectome-based predictive models for resting-state fMRI,Dadi et al.,2019,NeuroImage,benchmark / predictive connectomics,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/j.neuroimage.2019.02.062,high,
prediction,inference,3,Varoquaux_CV_2018,Varoquaux (2018),Cross-validation failure: small sample sizes lead to large error bars,Varoquaux,2018,NeuroImage,ML validation / sample size,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2017.06.061,high,
prediction,inference,4,Woo_Biomarkers_2017,Woo et al. (2017),Building better biomarkers: brain models in translational neuroimaging,Woo et al.,2017,Nature Neuroscience,biomarker validation framework,robustness / evaluation / cross-topic bridge,https://doi.org/10.1038/nn.4478,high,
prediction,inference,5,Haufe_2014,Haufe et al. (2014),On the interpretation of weight vectors of linear models in multivariate neuroimaging,Haufe et al.,2014,NeuroImage,model interpretability,additional pipeline/dataset/reference,https://doi.org/10.1016/j.neuroimage.2013.10.067,medium,
prediction,inference,6,Beck_2020,Beck et al. (2020),White matter microstructure across the adult lifespan: A mixed longitudinal and cross-sectional study using advanced diffusion models and brain-age prediction,Beck et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.117441,medium,auto 2020+; verify
prediction,inference,7,Lange_2022,Lange et al. (2022),Mind the gap: Performance metric evaluation in brain‐age prediction,Lange et al.,2022,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25837,medium,auto 2020+; verify
preregistration,inference,1,Poldrack_Repro_2017,Poldrack et al. (2017),Scanning the horizon: towards transparent and reproducible neuroimaging research,Poldrack et al.,2017,Nature Reviews Neuroscience,reproducibility / open science,primary anchor / canonical method or dataset,https://doi.org/10.1038/nrn.2016.167,high,
preregistration,inference,2,COBIDAS_MRI_2017,Nichols et al. / OHBM COBIDAS (2017),Best practices in data analysis and sharing in neuroimaging using MRI,Nichols et al. / OHBM COBIDAS,2017,COBIDAS report / Nature Neuroscience related guidance,reporting / reproducibility guideline,"pipeline, benchmark, or second anchor",https://www.humanbrainmapping.org/files/2016/COBIDASreport.pdf,high,
